endpoint,epoch,train_loss,validation_loss
BBBP,41,0.2438523878271763,0.2278097029775381
BBBP,42,0.2416585420186703,0.2725624367594719
BBBP,43,0.2473354173394349,0.229690546169877
BBBP,44,0.2393279316333624,0.2279500812292099
BBBP,45,0.2394734317293534,0.227729856967926
BBBP,46,0.2365063858719972,0.2260626032948494
BBBP,47,0.2362970188260078,0.2332955626770854
BBBP,48,0.235670187152349,0.2263287156820297
BBBP,49,0.2353125483943866,0.2356462096795439
BBBP,50,0.2413586618808599,0.2384536331519484
BBBP,51,0.2352774211993584,0.228770675137639
BBBP,52,0.2325677218345495,0.2295704893767833
BBBP,53,0.2306324340976201,0.2257575206458568
BBBP,54,0.2293046065247976,0.2283981572836637
BBBP,55,0.2335580277901429,0.2360917376354336
BBBP,56,0.225419266292682,0.2248408235609531
BBBP,57,0.2289419546723365,0.2368065658956766
BBBP,58,0.2223720814173038,0.2413194049149751
BBBP,59,0.2362358123064041,0.229574279859662
BBBP,60,0.2236919930348029,0.2252007145434618
BBBP,61,0.2216090554228195,0.228732505813241
BBBP,62,0.2209938684335121,0.2381892753764987
BBBP,63,0.2237656374390308,0.2258254569023847
BBBP,64,0.2286152616143226,0.2323798686265945
BBBP,65,0.2250762432813644,0.2261339761316776
BBBP,66,0.2194358961513409,0.2317677056416869
BBBP,67,0.2194605360810573,0.229336904361844
BBBP,68,0.2226215131007708,0.2301757223904132
BBBP,69,0.2172407777263568,0.2246220018714666
BBBP,70,0.2185601752537947,0.2258796673268079
BBBP,71,0.2156322042529399,0.2236870713531971
BBBP,72,0.2189651916806514,0.2280581537634134
BBBP,73,0.2166602078538674,0.2223853021860122
BBBP,74,0.213692943064066,0.2243651300668716
BBBP,75,0.2121027123469572,0.2269622441381216
BBBP,76,0.2150113731622696,0.2250467482954263
BBBP,77,0.2097696862541712,0.2346561960875988
BBBP,78,0.209337494121148,0.2231793850660324
BBBP,79,0.2080540273051995,0.2227799296379089
BBBP,80,0.2117593746918898,0.2227776106446981
BBBP,81,0.2058636895739115,0.2261442830786109
BBBP,82,0.2076580008635154,0.2252349164336919
BBBP,83,0.2053908831798113,0.2240497209131717
BBBP,84,0.2068737687972875,0.227222753688693
BBBP,85,0.2100668549537658,0.2294176109135151
BBBP,86,0.2041220699365322,0.2225244613364339
BBBP,87,0.209113971545146,0.220836404711008
BBBP,88,0.2042426529985208,0.2231130432337522
BBBP,89,0.2053173740322773,0.2223073802888393
BBBP,90,0.2008111247649559,0.2221862431615591
BBBP,91,0.2057017265604092,0.2240761304274201
BBBP,92,0.2039357618643687,0.2229053229093551
BBBP,93,0.201512205772675,0.2320314161479473
BBBP,94,0.2072476286154527,0.2201632317155599
BBBP,95,0.2023326714451496,0.2245710911229252
BBBP,96,0.2029638668665519,0.2214927589520812
BBBP,97,0.1991336362866255,0.2239240985363721
BBBP,98,0.2028829323557707,0.2222531605511903
BBBP,99,0.1983063235305822,0.2261234866455197
BBBP,100,0.1980112493038177,0.2238407507538795
ClinTox,1,0.11533002025986973,0.09982990473508835
ClinTox,2,0.10380397972307707,0.0995482752720515
ClinTox,3,0.10225945711135864,0.098340538640817
ClinTox,4,0.09457289466732427,0.09480503698190053
ClinTox,5,0.0916247785483536,0.11448906858762105
ClinTox,6,0.09243467783457354,0.09821626295646031
ClinTox,7,0.09160716125839635,0.09609150265653928
ClinTox,8,0.0860573384714754,0.09349846591552098
ClinTox,9,0.0860327392032272,0.0917017658551534
ClinTox,10,0.08574888698364559,0.09032031397024791
ClinTox,11,0.08421086304281887,0.09061950196822484
ClinTox,12,0.08300886891390148,0.08982168138027191
ClinTox,13,0.08353618846127861,0.09279540677865346
ClinTox,14,0.08111845035302012,0.08968660235404968
ClinTox,15,0.08089474216103554,0.08951159069935481
ClinTox,16,0.07860622398163143,0.08895224829514821
ClinTox,17,0.07914300909952114,0.09130999570091565
ClinTox,18,0.07717286344421537,0.09932116667429607
ClinTox,19,0.07538829645828198,0.08960425108671188
ClinTox,20,0.07234388962388039,0.08902496596177419
ClinTox,21,0.07692955649997059,0.09346859777967136
ClinTox,22,0.0755439577134032,0.0924772284924984
ClinTox,23,0.07140129785004415,0.0887546216448148
ClinTox,24,0.07041589582436963,0.08857004592816035
ClinTox,25,0.07124432568487368,0.09235604852437973
ClinTox,26,0.07207007039534419,0.08987360695997874
ClinTox,27,0.06960370077898628,0.08899565537770589
ClinTox,28,0.06894892591394876,0.08907200892766316
ClinTox,29,0.0685193003400376,0.09471747279167175
ClinTox,30,0.06569932930563625,0.09831011667847633
ClinTox,31,0.06899832914534368,0.09278202305237453
ClinTox,32,0.06810954781739335,0.10163587083419164
ClinTox,33,0.0646372789419011,0.0959182580312093
ClinTox,34,0.06211035502584357,0.09650828937689464
ClinTox,35,0.06420589826608959,0.09577108174562454
ClinTox,36,0.06803520945341963,0.09480701262752216
ClinTox,37,0.06301667345197577,0.10438249260187149
ClinTox,38,0.06129003041668942,0.10018119588494301
ClinTox,39,0.06179513664622056,0.103857076416413
