model,reliability_label,n,fraction_of_test,accuracy,mean_uncertainty,mean_probability,mean_nearest_tanimoto
logistic_rdkit_descriptors,HIGH,17,0.11486486486486487,0.9411764705882353,0.12565904650126913,0.8820950873847796,0.7085529411764706
logistic_rdkit_descriptors,MEDIUM,61,0.41216216216216217,0.8524590163934426,0.3547034967473632,0.7374726227110845,0.5080819672131147
logistic_rdkit_descriptors,LOW,33,0.22297297297297297,0.5454545454545454,0.8790721744039919,0.4966428720715425,0.5124757575757576
logistic_rdkit_descriptors,REVIEW,37,0.25,0.6756756756756757,0.5246638112398935,0.6107775196020828,0.29397837837837837
random_forest_morgan,HIGH,45,0.30405405405405406,1.0,0.08237483878731927,0.9588125806063402,0.6813688888888888
random_forest_morgan,MEDIUM,65,0.4391891891891892,0.9538461538461539,0.13411949898241965,0.9329402505087903,0.4373707692307693
random_forest_morgan,LOW,1,0.006756756756756757,0.0,0.9080853798223106,0.4540426899111553,0.8594
random_forest_morgan,REVIEW,37,0.25,0.972972972972973,0.1525447270631392,0.9237276364684304,0.29397837837837837
