bin_lower,bin_upper,count,mean_probability,event_rate
0.4,0.5,1,0.4540426899111553,1.0
0.6000000000000001,0.7000000000000001,1,0.6688642564147755,1.0
0.7000000000000001,0.8,5,0.7730613916472616,0.8
0.8,0.9,17,0.8607907068809756,0.8235294117647058
0.9,1.0,124,0.9580483203875881,1.0
