model,reliability_label,n,fraction_of_test,accuracy,mean_uncertainty,mean_probability,mean_nearest_tanimoto
logistic_rdkit_descriptors,HIGH,74,0.10192837465564739,0.8378378378378378,0.20935929194909586,0.25575492563677477,0.7902202702702702
logistic_rdkit_descriptors,MEDIUM,378,0.5206611570247934,0.8571428571428571,0.4632930295395222,0.3169948838161012,0.6012931216931218
logistic_rdkit_descriptors,LOW,198,0.2727272727272727,0.5606060606060606,0.8474819092495194,0.4790641375055435,0.5094565656565656
logistic_rdkit_descriptors,REVIEW,76,0.1046831955922865,0.6578947368421053,0.49725041065391073,0.42142772405696616,0.2967565789473684
random_forest_morgan,HIGH,306,0.4214876033057851,0.9869281045751634,0.039212207189387616,0.019606103594693808,0.7459160130718954
random_forest_morgan,MEDIUM,334,0.46005509641873277,0.9910179640718563,0.07652479973293073,0.039739445774648996,0.4489943113772455
random_forest_morgan,LOW,10,0.013774104683195593,0.6,0.8581088442492616,0.48138655868823566,0.84231
random_forest_morgan,REVIEW,76,0.1046831955922865,1.0,0.06975396283759686,0.03487698141879843,0.2967565789473684
