model,applicability_label,n,accuracy,roc_auc,average_precision,mean_uncertainty,mean_nearest_tanimoto
logistic_rdkit_descriptors,in_domain,16,0.75,0.7179487179487181,0.935947065754758,0.4561694854146773,0.6939
logistic_rdkit_descriptors,borderline,34,0.8235294117647058,0.9285714285714286,0.9555956121173512,0.5322826542442088,0.41769705882352937
logistic_rdkit_descriptors,out_of_domain,15,0.7333333333333333,0.8518518518518519,0.7662698412698412,0.3839893813141383,0.3123666666666666
random_forest_morgan,in_domain,16,0.8125,0.9487179487179488,0.9897435897435896,0.3773097201545419,0.6939
random_forest_morgan,borderline,34,0.7058823529411765,0.8821428571428571,0.8640987995922207,0.5943839779849907,0.41769705882352937
random_forest_morgan,out_of_domain,15,0.6,0.8333333333333334,0.8138888888888889,0.6585718450536739,0.3123666666666666
