"Customer_id","monetary_value","frequency","recency","RFMClass"
"443","1683","185.0","1","5"
"212","1684","32.0","6","5"
"334","1685","57.0","2","5"
"422","1686","185.0","5","5"
"111","1687","9.0","7","5"
"444","1688","312.0","1","5"
"332","1689","91.0","2","5"
"132","1690","4.0","3","5"
"332","1691","51.0","3","5"
"444","1692","263.0","1","5"
"443","1693","266.0","1","5"
"233","1694","36.0","2","5"
"343","1695","51.0","1","5"
"311","1696","52.0","8","5"
"111","1697","16.0","8","5"
"244","1698","22.0","1","5"
"344","1699","59.0","1","5"
"432","1700","170.0","3","5"
"122","1701","9.0","4","5"
"433","1702","157.0","2","5"
"111","1703","2.0","77","5"
"444","1704","201.0","1","5"
"122","1705","5.0","4","5"
"332","1706","67.0","2","5"
"344","1707","77.0","1","5"
"111","1708","1.0","7","5"
"121","1709","4.0","5","5"
"434","1710","169.0","2","5"
"222","1711","18.0","5","5"
"134","1712","5.0","2","5"
"111","1713","9.0","12","5"
"334","1714","87.0","2","5"
"244","1715","27.0","1","5"
"222","1716","29.0","4","5"
"233","1717","20.0","2","5"
"312","1718","61.0","7","5"
"244","1719","24.0","1","5"
"111","1720","11.0","27","5"
"432","1721","242.0","3","5"
"433","1722","280.0","2","5"
"432","1723","235.0","2","5"
"121","1724","3.0","5","5"
"143","1725","16.0","1","5"
"211","1726","31.0","8","5"
"444","1727","372.0","1","5"
"211","1728","25.0","23","5"
"333","1729","71.0","3","5"
"434","1730","188.0","2","5"
"222","1731","26.0","5","5"
"343","1732","107.0","1","5"
"111","1733","8.0","27","5"
"444","1734","209.0","1","5"
"233","1735","44.0","3","5"
"221","1736","31.0","5","5"
"323","1737","137.0","5","5"
"444","1738","265.0","1","5"
"111","1739","4.0","9","5"
"434","1740","218.0","2","5"
"122","1741","2.0","5","5"
"444","1742","214.0","1","5"
"231","1743","32.0","3","5"
"111","1744","11.0","12","5"
"111","1745","1.0","18","5"
"143","1746","15.0","1","5"
"112","1747","11.0","9","5"
"444","1748","199.0","1","5"
"122","1749","3.0","4","5"
"111","1750","15.0","14","5"
"123","1751","14.0","4","5"
"111","1752","10.0","12","5"
"232","1753","29.0","3","5"
"111","1754","9.0","12","5"
"244","1755","24.0","1","5"
"222","1756","25.0","4","5"
"233","1757","43.0","2","5"
"112","1758","2.0","6","5"
"132","1759","6.0","3","5"
"444","1760","147.0","1","5"
"112","1761","10.0","6","5"
"242","1762","25.0","1","5"
"444","1763","274.0","1","5"
"443","1764","374.0","1","5"
"111","1765","1.0","8","5"
"233","1766","47.0","3","5"
"111","1767","8.0","10","5"
"111","1768","9.0","15","5"
"111","1769","4.0","34","5"
"132","1770","4.0","3","5"
"212","1771","39.0","9","5"
"111","1772","2.0","8","5"
"422","1773","191.0","4","5"
"112","1774","12.0","6","5"
"112","1775","16.0","9","5"
"312","1776","113.0","6","5"
"433","1777","248.0","2","5"
"212","1778","29.0","6","5"
"243","1779","44.0","1","5"
"343","1780","87.0","1","5"
"233","1781","45.0","2","5"
"111","1782","10.0","12","5"
"142","1783","15.0","1","5"
"343","1784","75.0","1","5"
"422","1785","145.0","4","5"
"131","1786","5.0","3","5"
"434","1787","294.0","2","5"
"334","1788","59.0","2","5"
"443","1789","264.0","1","5"
"234","1790","44.0","2","5"
"234","1791","29.0","3","5"
"111","1792","8.0","8","5"
"134","1793","17.0","3","5"
"111","1794","3.0","10","5"
"432","1795","232.0","2","5"
"344","1796","112.0","1","5"
"332","1797","58.0","3","5"
"311","1798","51.0","13","5"
"134","1799","4.0","2","5"
"332","1800","127.0","2","5"
"433","1801","281.0","3","5"
"333","1802","55.0","2","5"
"444","1803","320.0","1","5"
"234","1804","26.0","2","5"
"134","1805","10.0","2","5"
"132","1806","7.0","2","5"
"244","1807","29.0","1","5"
"122","1808","17.0","4","5"
"334","1809","64.0","2","5"
"134","1810","4.0","2","5"
"112","1811","3.0","9","5"
"444","1812","166.0","1","5"
"111","1813","1.0","27","5"
"334","1814","53.0","3","5"
"344","1815","51.0","1","5"
"211","1816","48.0","16","5"
"344","1817","61.0","1","5"
"432","1818","162.0","3","5"
"143","1819","9.0","1","5"
"123","1820","15.0","4","5"
"344","1821","75.0","1","5"
"211","1822","40.0","15","5"
"211","1823","41.0","11","5"
"434","1824","370.0","2","5"
"232","1825","37.0","2","5"
"444","1826","197.0","1","5"
"432","1827","200.0","2","5"
"332","1828","74.0","3","5"
"334","1829","64.0","2","5"
"223","1830","21.0","4","5"
"444","1831","367.0","1","5"
"433","1832","180.0","3","5"
"122","1833","10.0","4","5"
"111","1834","4.0","12","5"
"431","1835","197.0","3","5"
"213","1836","29.0","6","5"
"344","1837","53.0","1","5"
"211","1838","18.0","8","5"
"134","1839","10.0","3","5"
"321","1840","90.0","5","5"
"444","1841","268.0","1","5"
"311","1842","53.0","6","5"
"211","1843","35.0","8","5"
"321","1844","64.0","4","5"
"443","1845","149.0","1","5"
"211","1846","22.0","28","5"
"434","1847","312.0","2","5"
"233","1848","23.0","2","5"
"311","1849","58.0","6","5"
"133","1850","9.0","3","5"
"311","1851","78.0","8","5"
"333","1852","119.0","2","5"
"232","1853","36.0","3","5"
"332","1854","60.0","3","5"
"122","1855","13.0","5","5"
"134","1856","9.0","2","5"
"344","1857","52.0","1","5"
"232","1858","26.0","2","5"
"244","1859","29.0","1","5"
"134","1860","7.0","2","5"
"111","1861","11.0","13","5"
"422","1862","186.0","4","5"
"111","1863","3.0","9","5"
"132","1864","4.0","3","5"
"443","1865","262.0","1","5"
"123","1866","3.0","4","5"
"443","1867","210.0","1","5"
"122","1868","9.0","5","5"
"112","1869","13.0","9","5"
"332","1870","77.0","3","5"
"244","1871","20.0","1","5"
"233","1872","27.0","2","5"
"212","1873","19.0","7","5"
"342","1874","132.0","1","5"
"443","1875","253.0","1","5"
"341","1876","79.0","1","5"
"443","1877","207.0","1","5"
"444","1878","336.0","1","5"
"444","1879","254.0","1","5"
"433","1880","148.0","2","5"
"132","1881","10.0","2","5"
"342","1882","85.0","1","5"
"111","1883","8.0","24","5"
"433","1884","205.0","2","5"
"122","1885","8.0","4","5"
"212","1886","23.0","8","5"
"112","1887","11.0","10","5"
"233","1888","21.0","2","5"
"211","1889","21.0","10","5"
"132","1890","2.0","2","5"
"433","1891","154.0","3","5"
"111","1892","3.0","10","5"
"344","1893","74.0","1","5"
"113","1894","3.0","7","5"
"111","1895","1.0","248","5"
"132","1896","17.0","3","5"
"222","1897","36.0","4","5"
"334","1898","86.0","3","5"
"322","1899","71.0","5","5"
"332","1900","116.0","2","5"
"432","1901","213.0","2","5"
"232","1902","30.0","2","5"
"342","1903","51.0","1","5"
"443","1904","246.0","1","5"
"244","1905","32.0","1","5"
"331","1906","109.0","3","5"
"112","1907","5.0","6","5"
"443","1908","366.0","1","5"
"331","1909","73.0","3","5"
"441","1910","297.0","1","5"
"111","1911","9.0","9","5"
"321","1912","57.0","4","5"
"211","1913","30.0","14","5"
"144","1914","14.0","1","5"
"334","1915","72.0","2","5"
"212","1916","23.0","7","5"
"133","1917","9.0","2","5"
"343","1918","79.0","1","5"
"211","1919","46.0","15","5"
"244","1920","25.0","1","5"
"143","1921","12.0","1","5"
"444","1922","253.0","1","5"
"433","1923","147.0","3","5"
"322","1924","59.0","5","5"
"134","1925","8.0","2","5"
"111","1926","11.0","12","5"
"444","1927","271.0","1","5"
"122","1928","10.0","5","5"
"444","1929","247.0","1","5"
"333","1930","96.0","2","5"
"144","1931","15.0","1","5"
"243","1932","50.0","1","5"
"244","1933","30.0","1","5"
"322","1934","68.0","4","5"
"232","1935","35.0","3","5"
"344","1936","128.0","1","5"
"332","1937","107.0","3","5"
"244","1938","37.0","1","5"
"344","1939","57.0","1","5"
"312","1940","57.0","8","5"
"321","1941","72.0","5","5"
"444","1942","246.0","1","5"
"234","1943","19.0","2","5"
"433","1944","198.0","2","6"
"133","1945","16.0","2","5"
"443","1946","212.0","1","6"
"234","1947","39.0","2","5"
"223","1948","46.0","4","5"
"433","1949","170.0","2","6"
"243","1950","48.0","1","5"
"321","1951","116.0","4","5"
"442","1952","147.0","1","6"
"111","1953","16.0","35","5"
"343","1954","51.0","1","5"
"444","1955","159.0","1","6"
"132","1956","12.0","3","5"
"243","1957","36.0","1","5"
"333","1958","54.0","2","5"
"234","1959","43.0","2","5"
"444","1960","173.0","1","6"
"244","1961","34.0","1","5"
"223","1962","39.0","4","5"
"444","1963","267.0","1","6"
"111","1964","9.0","13","5"
"122","1965","12.0","4","5"
"111","1966","3.0","12","5"
"111","1967","10.0","10","5"
"243","1968","33.0","1","5"
"333","1969","80.0","3","5"
"212","1970","31.0","6","5"
"123","1971","8.0","4","5"
"333","1972","72.0","2","5"
"122","1973","4.0","4","5"
"421","1974","256.0","5","6"
"111","1975","5.0","11","5"
"111","1976","16.0","11","5"
"344","1977","90.0","1","5"
"333","1978","72.0","3","5"
"212","1979","43.0","7","5"
"111","1980","10.0","52","5"
"444","1981","170.0","1","6"
"444","1982","199.0","1","6"
"243","1983","31.0","1","5"
"211","1984","19.0","22","5"
"433","1985","152.0","3","6"
"111","1986","9.0","16","5"
"443","1987","270.0","1","6"
"323","1988","65.0","5","5"
"444","1989","274.0","1","6"
"221","1990","25.0","5","5"
"232","1991","23.0","3","5"
"444","1992","319.0","1","6"
"132","1993","5.0","3","5"
"133","1994","12.0","2","5"
"432","1995","275.0","2","6"
"211","1996","25.0","11","5"
"212","1997","41.0","11","5"
"123","1998","8.0","4","5"
"111","1999","4.0","55","5"
"322","2000","71.0","4","5"
"443","2001","213.0","1","6"
"211","2002","38.0","6","5"
"232","2003","32.0","2","5"
"331","2004","78.0","3","5"
"233","2005","46.0","2","5"
"442","2006","179.0","1","6"
"444","2007","373.0","1","6"
"332","2008","94.0","2","5"
"123","2009","10.0","4","6"
"342","2010","105.0","1","5"
"342","2011","78.0","1","5"
"442","2012","173.0","1","6"
"111","2013","7.0","38","5"
"422","2014","213.0","5","6"
"213","2015","22.0","6","6"
"444","2016","257.0","1","6"
"443","2017","282.0","1","6"
"232","2018","21.0","3","6"
"111","2019","10.0","6","6"
"443","2020","308.0","1","6"
"333","2021","54.0","2","5"
"433","2022","215.0","2","6"
"211","2023","18.0","9","6"
"322","2024","104.0","5","5"
"244","2025","43.0","1","5"
"144","2026","4.0","1","6"
"422","2027","182.0","5","6"
"343","2028","84.0","1","5"
"413","2029","330.0","6","6"
"133","2030","9.0","3","6"
"232","2031","31.0","2","6"
"432","2032","167.0","3","6"
"211","2033","18.0","7","6"
"212","2034","18.0","7","6"
"414","2035","311.0","8","6"
"322","2036","142.0","5","6"
"433","2037","241.0","2","6"
"212","2038","24.0","7","6"
"232","2039","29.0","3","6"
"121","2040","10.0","4","6"
"211","2041","30.0","10","6"
"243","2042","18.0","1","6"
"222","2043","18.0","4","6"
"112","2044","15.0","6","6"
"344","2045","134.0","1","6"
"444","2046","246.0","1","6"
"333","2047","130.0","2","6"
"233","2048","50.0","2","6"
"311","2049","85.0","6","5"
"131","2050","7.0","2","6"
"234","2051","23.0","2","6"
"211","2052","25.0","23","6"
"343","2053","66.0","1","6"
"312","2054","60.0","8","6"
"211","2055","50.0","11","6"
"443","2056","170.0","1","6"
"222","2057","18.0","5","6"
"332","2058","128.0","3","6"
"112","2059","15.0","8","6"
"434","2060","233.0","2","6"
"122","2061","3.0","5","6"
"434","2062","240.0","2","6"
"311","2063","52.0","8","6"
"243","2064","46.0","1","6"
"444","2065","226.0","1","6"
"111","2066","8.0","18","6"
"122","2067","4.0","4","6"
"432","2068","165.0","3","6"
"433","2069","219.0","2","6"
"143","2070","11.0","1","6"
"343","2071","134.0","1","6"
"111","2072","17.0","11","6"
"111","2073","10.0","16","6"
"243","2074","31.0","1","6"
"334","2075","74.0","2","6"
"132","2076","1.0","3","6"
"121","2077","4.0","5","6"
"243","2078","45.0","1","6"
"111","2079","2.0","34","6"
"444","2080","357.0","1","6"
"233","2081","18.0","2","6"
"332","2082","69.0","3","6"
"443","2083","373.0","1","6"
"444","2084","321.0","1","6"
"244","2085","26.0","1","6"
"432","2086","325.0","2","6"
"121","2087","9.0","5","6"
"444","2088","323.0","1","6"
"344","2089","72.0","1","6"
"444","2090","260.0","1","6"
"211","2091","18.0","7","6"
"444","2092","367.0","1","6"
"322","2093","66.0","5","6"
"433","2094","154.0","2","6"
"233","2095","29.0","2","6"
"343","2096","70.0","1","6"
"133","2097","14.0","2","6"
"111","2098","2.0","18","6"
"111","2099","1.0","53","6"
"332","2100","120.0","3","6"
"343","2101","61.0","1","6"
"111","2102","3.0","22","6"
"141","2103","3.0","1","6"
"122","2104","9.0","5","6"
"334","2105","92.0","2","6"
"322","2106","59.0","4","6"
"312","2107","79.0","11","6"
"211","2108","26.0","6","6"
"443","2109","357.0","1","6"
"332","2110","85.0","3","6"
"123","2111","10.0","4","6"
"112","2112","1.0","6","6"
"443","2113","225.0","1","6"
"332","2114","60.0","2","6"
"434","2115","239.0","2","6"
"433","2116","319.0","3","6"
"111","2117","2.0","8","6"
"213","2118","45.0","6","6"
"344","2119","88.0","1","6"
"111","2120","11.0","11","6"
"443","2121","176.0","1","6"
"311","2122","52.0","7","6"
"434","2123","366.0","2","6"
"443","2124","319.0","1","6"
"433","2125","226.0","3","6"
"433","2126","358.0","3","6"
"443","2127","234.0","1","6"
"444","2128","311.0","1","6"
"222","2129","37.0","5","6"
"321","2130","66.0","5","6"
"433","2131","239.0","2","6"
"333","2132","113.0","2","6"
"444","2133","277.0","1","6"
"411","2134","218.0","12","6"
"443","2135","299.0","1","6"
"122","2136","2.0","4","6"
"222","2137","29.0","5","6"
"132","2138","10.0","3","6"
"211","2139","45.0","7","6"
"311","2140","67.0","9","6"
"343","2141","74.0","1","6"
"333","2142","65.0","2","6"
"331","2143","134.0","3","6"
"433","2144","238.0","2","6"
"343","2145","122.0","1","6"
"211","2146","32.0","15","6"
"111","2147","9.0","15","6"
"232","2148","36.0","2","6"
"112","2149","16.0","6","6"
"343","2150","127.0","1","6"
"342","2151","67.0","1","6"
"444","2152","149.0","1","6"
"434","2153","281.0","2","6"
"433","2154","169.0","2","6"
"311","2155","100.0","8","6"
"344","2156","135.0","1","6"
"444","2157","324.0","1","6"
"344","2158","107.0","1","6"
"343","2159","64.0","1","6"
"432","2160","151.0","2","6"
"444","2161","338.0","1","6"
"221","2162","22.0","5","6"
"243","2163","24.0","1","6"
"111","2164","16.0","9","6"
"111","2165","7.0","16","6"
"332","2166","57.0","2","6"
"132","2167","4.0","2","6"
"233","2168","31.0","2","6"
"344","2169","66.0","1","6"
"244","2170","47.0","1","6"
"434","2171","355.0","2","6"
"444","2172","172.0","1","6"
"311","2173","59.0","12","6"
"244","2174","50.0","1","6"
"233","2175","22.0","3","6"
"221","2176","43.0","5","6"
"222","2177","29.0","4","6"
"111","2178","5.0","21","6"
"211","2179","26.0","20","6"
"444","2180","201.0","1","6"
"211","2181","44.0","10","6"
"123","2182","10.0","4","6"
"111","2183","2.0","14","6"
"311","2184","67.0","11","6"
"343","2185","64.0","1","6"
"311","2186","51.0","14","6"
"443","2187","290.0","1","6"
"312","2188","61.0","10","6"
"332","2189","64.0","3","6"
"344","2190","96.0","1","6"
"433","2191","271.0","2","6"
"111","2192","1.0","118","6"
"322","2193","75.0","5","6"
"344","2194","110.0","1","6"
"443","2195","199.0","1","6"
"333","2196","64.0","3","6"
"444","2197","327.0","1","6"
"143","2198","4.0","1","6"
"444","2199","284.0","1","6"
"244","2200","44.0","1","6"
"221","2201","49.0","4","6"
"333","2202","64.0","2","6"
"344","2203","104.0","1","6"
"443","2204","334.0","1","6"
"344","2205","53.0","1","6"
"222","2206","35.0","5","6"
"232","2207","32.0","2","6"
"421","2208","366.0","4","6"
"442","2209","208.0","1","6"
"433","2210","157.0","3","6"
"344","2211","54.0","1","6"
"333","2212","66.0","3","6"
"341","2213","81.0","1","6"
"333","2214","116.0","2","6"
"343","2215","87.0","1","6"
"123","2216","1.0","5","6"
"233","2217","35.0","2","6"
"444","2218","333.0","1","6"
"444","2219","366.0","1","6"
"344","2220","72.0","1","6"
"433","2221","158.0","2","6"
"444","2222","373.0","1","6"
"111","2223","12.0","10","6"
"432","2224","255.0","2","6"
"234","2225","29.0","2","6"
"211","2226","31.0","10","6"
"111","2227","5.0","29","6"
"243","2228","40.0","1","6"
"443","2229","362.0","1","6"
"433","2230","241.0","2","6"
"332","2231","96.0","2","6"
"212","2232","26.0","9","6"
"333","2233","75.0","2","6"
"321","2234","57.0","5","6"
"243","2235","21.0","1","6"
"444","2236","144.0","1","6"
"211","2237","41.0","8","6"
"341","2238","137.0","1","6"
"111","2239","8.0","13","6"
"344","2240","129.0","1","6"
"232","2241","40.0","3","6"
"411","2242","169.0","8","6"
"111","2243","9.0","6","6"
"433","2244","214.0","2","6"
"111","2245","15.0","8","6"
"433","2246","170.0","3","6"
"243","2247","40.0","1","6"
"443","2248","186.0","1","6"
"444","2249","270.0","1","6"
"443","2250","172.0","1","6"
"122","2251","5.0","5","6"
"134","2252","16.0","2","6"
"121","2253","10.0","4","6"
"444","2254","326.0","1","6"
"344","2255","113.0","1","6"
"444","2256","290.0","1","6"
"132","2257","16.0","3","6"
"132","2258","1.0","3","6"
"312","2259","92.0","6","6"
"433","2260","149.0","2","6"
"443","2261","189.0","1","6"
"223","2262","18.0","4","6"
"222","2263","34.0","4","6"
"444","2264","264.0","1","6"
"311","2265","84.0","8","6"
"222","2266","26.0","5","6"
"444","2267","171.0","1","6"
"132","2268","10.0","3","6"
"443","2269","313.0","1","6"
"321","2270","65.0","5","6"
"343","2271","85.0","1","6"
"244","2272","25.0","1","6"
"322","2273","59.0","4","6"
"434","2274","323.0","2","6"
"244","2275","38.0","1","6"
"433","2276","254.0","2","6"
"212","2277","19.0","7","6"
"232","2278","33.0","3","6"
"144","2279","15.0","1","6"
"233","2280","27.0","3","6"
"244","2281","23.0","1","6"
"333","2282","79.0","3","6"
"112","2283","8.0","6","6"
"244","2284","22.0","1","6"
"132","2285","12.0","3","6"
"444","2286","262.0","1","6"
"344","2287","131.0","1","6"
"333","2288","55.0","3","6"
"443","2289","249.0","1","6"
"111","2290","2.0","8","6"
"132","2291","9.0","2","6"
"444","2292","264.0","1","6"
"444","2293","331.0","1","6"
"443","2294","313.0","1","6"
"222","2295","26.0","5","6"
"243","2296","30.0","1","6"
"233","2297","30.0","3","6"
"112","2298","2.0","7","6"
"444","2299","362.0","1","6"
"433","2300","283.0","3","6"
"444","2301","262.0","1","6"
"244","2302","25.0","1","6"
"444","2303","354.0","1","6"
"334","2304","94.0","3","6"
"244","2305","29.0","1","6"
"442","2306","338.0","1","6"
"211","2307","20.0","24","6"
"343","2308","85.0","1","6"
"123","2309","9.0","4","6"
"223","2310","35.0","5","6"
"223","2311","43.0","4","6"
"143","2312","2.0","1","6"
"343","2313","113.0","1","6"
"112","2314","14.0","10","6"
"343","2315","77.0","1","6"
"232","2316","40.0","2","6"
"342","2317","116.0","1","6"
"111","2318","16.0","16","6"
"424","2319","161.0","4","6"
"121","2320","1.0","5","6"
"231","2321","30.0","3","6"
"344","2322","93.0","1","6"
"222","2323","23.0","4","6"
"311","2324","95.0","7","6"
"232","2325","28.0","2","6"
"211","2326","33.0","7","6"
"232","2327","21.0","2","6"
"232","2328","18.0","3","6"
"111","2329","1.0","35","6"
"122","2330","8.0","4","6"
"111","2331","16.0","23","6"
"444","2332","363.0","1","6"
"344","2333","81.0","1","6"
"311","2334","53.0","7","6"
"232","2335","23.0","3","6"
"443","2336","172.0","1","6"
"412","2337","189.0","6","6"
"444","2338","331.0","1","6"
"122","2339","12.0","5","6"
"434","2340","156.0","2","6"
"211","2341","31.0","22","6"
"111","2342","12.0","13","6"
"234","2343","45.0","3","6"
"444","2344","233.0","1","6"
"311","2345","64.0","13","6"
"143","2346","2.0","1","6"
"211","2347","36.0","13","6"
"233","2348","33.0","2","6"
"343","2349","84.0","1","6"
"243","2350","25.0","1","6"
"122","2351","2.0","4","6"
"234","2352","33.0","2","6"
"211","2353","19.0","10","6"
"444","2354","254.0","1","6"
"211","2355","23.0","12","6"
"222","2356","22.0","4","6"
"131","2357","8.0","2","6"
"212","2358","25.0","6","6"
"222","2359","19.0","5","6"
"413","2360","173.0","7","6"
"444","2361","163.0","1","6"
"143","2362","7.0","1","6"
"144","2363","11.0","1","6"
"344","2364","114.0","1","6"
"444","2365","288.0","1","6"
"111","2366","9.0","11","6"
"334","2367","54.0","2","6"
"111","2368","7.0","14","6"
"321","2369","77.0","4","6"
"123","2370","4.0","4","6"
"243","2371","37.0","1","6"
"444","2372","217.0","1","6"
"343","2373","60.0","1","6"
"444","2374","278.0","1","6"
"111","2375","12.0","20","6"
"244","2376","24.0","1","6"
"243","2377","29.0","1","6"
"122","2378","12.0","5","6"
"444","2379","352.0","1","6"
"112","2380","9.0","7","6"
"234","2381","50.0","2","6"
"244","2382","19.0","1","6"
"132","2383","3.0","3","6"
"322","2384","104.0","5","6"
"111","2385","7.0","13","6"
"122","2386","12.0","4","6"
"111","2387","5.0","7","6"
"233","2388","32.0","2","6"
"422","2389","178.0","4","3"
"242","2390","38.0","1","6"
"434","2391","151.0","3","3"
"444","2392","162.0","1","3"
"333","2393","69.0","2","6"
"311","2394","121.0","14","6"
"232","2395","25.0","3","6"
"222","2396","24.0","5","6"
"443","2397","177.0","1","3"
"222","2398","50.0","4","6"
"423","2399","253.0","4","6"
"444","2400","289.0","1","6"
"243","2401","47.0","1","6"
"344","2402","71.0","1","6"
"111","2403","16.0","6","6"
"312","2404","101.0","9","6"
"233","2405","30.0","2","6"
"234","2406","35.0","3","6"
"232","2407","27.0","2","6"
"111","2408","11.0","17","6"
"112","2409","8.0","15","6"
"344","2410","79.0","1","6"
"344","2411","52.0","1","6"
"222","2412","36.0","5","6"
"311","2413","57.0","11","6"
"444","2414","337.0","1","3"
"222","2415","28.0","4","6"
"434","2416","183.0","2","3"
"344","2417","52.0","1","6"
"112","2418","10.0","15","6"
"234","2419","36.0","2","6"
"111","2420","10.0","27","6"
"222","2421","33.0","5","6"
"143","2422","11.0","1","6"
"212","2423","50.0","6","6"
"112","2424","4.0","6","6"
"111","2425","3.0","16","6"
"343","2426","141.0","1","3"
"323","2427","117.0","4","3"
"312","2428","100.0","8","3"
"332","2429","75.0","2","6"
"111","2430","5.0","10","6"
"232","2431","45.0","3","6"
"111","2432","16.0","10","6"
"144","2433","17.0","1","6"
"332","2434","90.0","2","3"
"344","2435","53.0","1","6"
"444","2436","301.0","1","3"
"343","2437","134.0","1","3"
"111","2438","4.0","17","6"
"321","2439","105.0","4","3"
"413","2440","179.0","6","3"
"422","2441","166.0","4","3"
"243","2442","19.0","1","6"
"423","2443","158.0","4","3"
"423","2444","204.0","4","3"
"432","2445","336.0","2","3"
"233","2446","37.0","3","6"
"343","2447","91.0","1","3"
"332","2448","93.0","2","3"
"132","2449","9.0","2","6"
"433","2450","233.0","2","3"
"222","2451","45.0","4","6"
"244","2452","23.0","1","6"
"412","2453","190.0","8","3"
"243","2454","44.0","1","6"
"212","2455","25.0","12","6"
"433","2456","317.0","2","3"
"344","2457","106.0","1","3"
"333","2458","51.0","2","6"
"431","2459","168.0","2","3"
"243","2460","40.0","1","6"
"444","2461","218.0","1","3"
"222","2462","40.0","5","6"
"444","2463","297.0","1","3"
"211","2464","19.0","10","6"
"321","2465","88.0","4","3"
"311","2466","73.0","8","3"
"333","2467","81.0","3","3"
"121","2468","9.0","5","6"
"242","2469","49.0","1","6"
"343","2470","53.0","1","6"
"222","2471","24.0","4","6"
"132","2472","9.0","3","6"
"212","2473","18.0","6","6"
"344","2474","117.0","1","3"
"111","2475","9.0","11","6"
"334","2476","120.0","2","3"
"134","2477","4.0","2","6"
"444","2478","252.0","1","3"
"244","2479","28.0","1","6"
"111","2480","1.0","15","6"
"433","2481","267.0","2","3"
"211","2482","33.0","12","3"
"243","2483","18.0","1","6"
"432","2484","172.0","3","3"
"122","2485","2.0","4","6"
"444","2486","265.0","1","3"
"321","2487","140.0","4","3"
"444","2488","201.0","1","3"
"312","2489","60.0","7","6"
"222","2490","35.0","4","3"
"211","2491","41.0","11","3"
"444","2492","284.0","1","3"
"122","2493","9.0","5","3"
"333","2494","143.0","3","3"
"133","2495","12.0","2","3"
"422","2496","146.0","4","3"
"444","2497","234.0","1","3"
"211","2498","33.0","14","3"
"243","2499","24.0","1","3"
"143","2500","12.0","1","3"
"211","2501","36.0","6","3"
"444","2502","365.0","1","3"
"434","2503","201.0","3","3"
"143","2504","15.0","1","3"
"111","2505","17.0","7","3"
"244","2506","49.0","1","3"
"434","2507","198.0","2","3"
"322","2508","66.0","4","3"
"433","2509","212.0","2","3"
"444","2510","283.0","1","3"
"332","2511","115.0","2","3"
"112","2512","15.0","12","3"
"211","2513","19.0","19","3"
"343","2514","66.0","1","3"
"244","2515","49.0","1","3"
"122","2516","16.0","4","3"
"344","2517","78.0","1","3"
"112","2518","9.0","6","3"
"334","2519","134.0","2","3"
"132","2520","13.0","3","3"
"244","2521","40.0","1","3"
"421","2522","235.0","4","3"
"111","2523","3.0","9","3"
"211","2524","40.0","8","3"
"444","2525","305.0","1","3"
"323","2526","51.0","4","3"
"111","2527","1.0","8","3"
"323","2528","61.0","4","3"
"332","2529","66.0","2","3"
"244","2530","25.0","1","3"
"434","2531","218.0","3","3"
"333","2532","65.0","2","3"
"232","2533","32.0","3","3"
"311","2534","81.0","10","3"
"343","2535","64.0","1","3"
"323","2536","116.0","4","3"
"111","2537","7.0","29","3"
"143","2538","6.0","1","3"
"344","2539","69.0","1","3"
"444","2540","245.0","1","3"
"344","2541","133.0","1","3"
"422","2542","241.0","5","3"
"433","2543","184.0","3","3"
"223","2544","25.0","4","3"
"121","2545","10.0","4","3"
"144","2546","11.0","1","3"
"211","2547","30.0","8","3"
"221","2548","44.0","5","3"
"232","2549","26.0","3","3"
"443","2550","358.0","1","3"
"144","2551","10.0","1","3"
"232","2552","44.0","3","3"
"122","2553","9.0","4","3"
"443","2554","150.0","1","3"
"111","2555","1.0","10","3"
"321","2556","113.0","4","3"
"332","2557","76.0","3","3"
"332","2558","107.0","2","3"
"222","2559","46.0","4","3"
"334","2560","143.0","3","3"
"343","2561","51.0","1","3"
"111","2562","1.0","19","3"
"211","2563","23.0","20","3"
"232","2564","46.0","3","3"
"232","2565","50.0","3","3"
"421","2566","306.0","5","3"
"213","2567","36.0","6","3"
"312","2568","79.0","7","3"
"111","2569","17.0","9","3"
"321","2570","107.0","5","3"
"432","2571","208.0","2","3"
"111","2572","3.0","6","3"
"321","2573","64.0","5","3"
"221","2574","49.0","4","3"
"444","2575","320.0","1","3"
"233","2576","44.0","2","3"
"132","2577","3.0","2","3"
"434","2578","337.0","2","3"
"443","2579","172.0","1","3"
"321","2580","51.0","4","3"
"311","2581","73.0","20","3"
"333","2582","99.0","2","3"
"233","2583","29.0","2","3"
"322","2584","58.0","4","3"
"442","2585","254.0","1","3"
"311","2586","70.0","6","3"
"222","2587","44.0","4","3"
"234","2588","45.0","2","3"
"343","2589","65.0","1","3"
"111","2590","11.0","21","3"
"222","2591","25.0","5","3"
"333","2592","59.0","3","3"
"312","2593","64.0","6","3"
"444","2594","304.0","1","3"
"244","2595","46.0","1","3"
"211","2596","18.0","10","3"
"233","2597","38.0","2","3"
"234","2598","19.0","2","3"
"434","2599","187.0","2","3"
"344","2600","52.0","1","3"
"111","2601","4.0","12","3"
"322","2602","137.0","5","3"
"111","2603","4.0","31","3"
"243","2604","19.0","1","3"
"122","2605","16.0","5","3"
"212","2606","41.0","8","3"
"111","2607","12.0","9","3"
"122","2608","8.0","4","3"
"234","2609","26.0","2","3"
"211","2610","22.0","8","3"
"232","2611","41.0","3","3"
"344","2612","101.0","1","3"
"111","2613","5.0","16","3"
