bin_lower,bin_upper,count,mean_probability,event_rate
0.0,0.1,683,0.024040047853800258,0.010248901903367497
0.1,0.2,27,0.12383949783296189,0.0
0.2,0.30000000000000004,4,0.2691956421359138,0.0
0.30000000000000004,0.4,4,0.36141442844634486,0.0
0.4,0.5,1,0.4431720059708347,0.0
0.5,0.6000000000000001,6,0.5436101138030041,0.3333333333333333
0.7000000000000001,0.8,1,0.7466666666666667,1.0
